,user,item,rating
82042,560,858,4.0
70833,494,54286,4.0
59441,430,5349,4.0
74437,518,1779,3.0
23827,168,519,1.0
44173,311,6386,3.5
53845,388,1197,5.0
4349,23,2699,1.5
49740,363,1682,5.0
23243,165,508,4.5
18456,120,4002,3.0
27548,200,6059,3.5
33157,239,2412,4.0
11200,73,26403,3.5
17938,119,1378,3.0
3070,18,81,3.0
59085,428,1222,5.0
63868,460,1081,4.0
16094,103,3578,4.0
61844,452,1835,3.0
103,3,355,2.5
75338,522,91529,4.5
52319,382,2,3.0
35673,255,37729,4.5
58258,423,4552,3.5
67020,470,5146,4.0
90275,598,4975,4.0
37392,268,33493,4.0
82977,564,260,2.0
4127,23,1035,2.5
8183,54,1203,4.5
60764,441,4226,5.0
35370,253,3298,1.5
93975,624,2792,3.0
58240,423,3635,3.5
90291,598,5265,3.0
10834,73,3826,1.5
90884,605,165,3.0
67578,472,1952,5.0
49201,358,2392,1.0
6995,41,3175,4.0
32762,236,3470,5.0
99556,665,3248,2.0
66916,468,73017,1.5
11128,73,7346,3.0
82171,561,802,3.0
82181,561,1035,2.5
38217,277,104283,4.0
98699,662,455,4.0
93328,621,1246,4.5
57045,412,805,3.0
4397,23,3160,4.5
49334,358,3396,4.0
11211,73,27002,2.5
15318,101,1214,3.5
47565,350,1676,2.0
16303,105,832,3.0
12141,77,1387,3.5
22716,159,1217,4.0
92963,616,637,3.0
2701,17,172,3.5
96778,648,1213,4.0
81647,557,4366,2.0
85259,574,318,5.0
37589,270,59315,4.0
8756,56,122882,5.0
78385,546,1653,5.0
80736,547,112852,4.0
28713,212,2490,3.5
10559,73,1974,3.5
56129,405,4019,3.5
63812,460,293,4.0
97928,654,4545,4.0
8671,56,88810,2.0
26645,195,3152,3.0
80905,548,434,3.0
9925,70,17,4.0
27722,201,1220,4.0
67561,472,1796,2.0
13848,90,736,3.0
20727,141,2881,3.0
31711,232,515,5.0
37056,267,4878,4.0
96747,648,293,4.5
81390,553,76251,4.5
24546,177,223,5.0
97053,649,434,4.0
26471,195,1918,1.0
10980,73,5283,3.0
1838,15,4701,3.0
64506,461,2716,4.5
96064,639,198,2.0
65922,468,1269,3.0
63175,457,1992,2.0
79461,547,4292,4.0
32039,232,2116,4.0
39598,288,442,5.0
19497,130,1282,4.5
67875,472,3789,4.0
22007,152,2997,4.5
18009,119,1777,2.0
27656,200,87975,3.0
60863,442,1073,4.5
25390,186,2605,2.0
86058,575,4406,4.0
83247,564,806,3.0
90116,598,2355,4.0
20135,134,1206,4.0
96968,648,68347,4.5
71183,500,597,2.5
19364,130,10,3.5
91883,608,1176,4.0
77369,535,500,3.0
95599,627,3408,3.0
18579,122,300,3.0
55547,402,2424,4.0
65397,466,344,2.0
93848,624,2060,4.0
7272,44,780,5.0
74366,518,1393,5.0
50729,373,2390,4.0
91801,608,50,5.0
33314,240,593,4.0
60884,442,1250,4.5
54223,388,3704,4.0
7631,48,53326,2.0
52082,380,85412,3.0
33310,240,508,4.0
66163,468,2664,3.5
74514,518,2092,2.0
78083,544,2788,5.0
53202,385,163,1.0
13351,86,232,4.0
37996,275,1240,4.0
44223,311,6724,3.0
67734,472,2759,4.0
87886,585,1041,4.0
6578,36,357,4.0
81004,550,380,4.0
48496,355,1517,4.0
23068,163,5349,2.5
80562,547,89678,3.5
188,4,1022,5.0
76476,529,7061,3.5
91888,608,1198,4.0
57805,419,3911,3.0
50339,370,3147,5.0
51165,380,161,4.0
85839,575,2099,3.0
97949,654,4993,5.0
48061,353,4159,2.0
2255,15,59126,4.0
21053,147,2692,5.0
79885,547,7217,4.0
967,15,10,3.0
6022,30,5945,4.0
3045,17,27834,4.5
94885,624,92008,2.5
56879,408,2485,5.0
96221,641,367,3.0
92204,609,4965,5.0
68369,475,6754,3.0
56026,405,2628,2.5
11075,73,6659,4.0
36902,265,1940,4.0
19683,130,4643,2.0
84024,564,2408,3.0
41456,297,8641,4.0
54865,394,39,3.0
88918,592,1073,2.0
7457,48,2840,3.0
27278,199,59369,4.0
41952,300,1370,4.0
8821,57,1035,5.0
58540,426,3198,2.0
469,6,2001,3.0
29419,213,1409,1.5
67320,472,456,4.0
93117,619,296,5.0
7974,49,3412,3.0
11661,73,95510,4.0
24911,180,589,4.0
38968,285,1208,5.0
85112,572,5464,4.0
23199,165,158,2.0
47848,353,292,1.0
15664,102,1836,4.0
36909,265,1954,3.0
14106,92,364,1.0
37765,271,1721,4.0
71625,502,246,4.0
99401,665,1393,4.0
29878,213,53466,2.5
66679,468,8981,3.0
28910,212,4886,4.0
44883,313,7162,4.0
68589,475,68554,2.5
94444,624,7046,3.0
19532,130,1625,1.5
49537,362,858,4.0
14315,93,84304,3.5
65097,463,2617,2.0
37470,269,1057,3.0
22809,160,539,5.0
9654,67,362,1.0
26200,193,1680,5.0
97826,654,3101,4.0
28774,212,3079,4.0
68351,475,6365,2.0
34082,243,1722,2.0
72811,509,2474,4.0
53773,388,508,5.0
22287,156,5577,5.0
34649,247,1862,3.0
72303,509,42,2.0
20555,138,6377,1.0
70305,487,193,3.0
99263,665,16,4.0
48020,353,3271,2.5
97588,654,1089,5.0
75038,520,5349,2.5
35222,253,150,4.0
98185,656,588,5.0
15631,102,1387,4.0
14839,96,1252,5.0
22944,161,318,5.0
12493,78,3785,5.0
12885,82,292,3.0
62782,453,349,5.0
42618,306,1081,4.0
87760,584,51927,3.0
42248,303,69849,4.5
84184,564,2736,4.0
69464,480,81845,5.0
68140,473,79091,4.5
38806,284,694,2.0
70595,492,308,4.0
77911,542,3646,2.5
37439,268,84601,3.0
24288,176,1232,0.5
40764,294,4387,3.0
42947,306,2985,4.0
34174,243,3751,3.5
6296,33,4728,3.0
37962,274,3481,4.0
41450,297,7843,3.5
25880,189,1623,3.0
68138,473,72998,5.0
19850,132,53189,4.0
57295,414,2983,4.0
28359,211,685,4.0
21200,148,6440,4.0
13285,85,597,4.0
94602,624,50068,4.0
87181,580,7147,4.0
69588,481,3285,4.0
21427,149,117176,4.0
24448,176,56367,3.5
55400,400,420,2.0
33313,240,592,3.0
26082,191,10,2.0
15577,102,1258,5.0
54302,388,4979,4.0
10836,73,3852,3.5
37159,268,924,4.5
93658,624,870,1.0
42181,303,2987,3.0
78968,547,2174,0.5
89699,596,5903,4.0
68469,475,45666,4.0
80128,547,26501,5.0
16218,105,110,3.5
92705,615,6711,4.0
83309,564,1009,3.0
20898,144,316,3.0
51455,380,3175,3.0
60286,436,916,3.0
31390,226,58103,3.5
56907,409,16,4.0
51948,380,63131,4.0
64366,461,1614,2.5
99664,665,4318,3.0
51025,378,55247,3.0
51429,380,2916,4.0
20825,143,1206,5.0
1343,15,1753,1.0
45096,316,8972,3.5
16735,106,2145,3.5
59171,428,48774,3.5
98317,657,318,3.0
88215,587,904,4.0
29177,212,49772,3.5
27971,205,1291,3.5
93102,619,172,3.0
23185,165,21,2.5
37429,268,80463,4.5
54734,391,1132,5.0
64295,461,1220,3.5
63391,457,4614,2.0
67739,472,2797,3.0
13768,89,1,5.0
63827,460,471,5.0
91626,607,2717,2.5
32339,233,707,3.0
14324,94,161,3.5
32701,236,1251,5.0
83039,564,368,4.0
11259,73,33679,2.0
63665,457,106782,4.0
72538,509,1212,4.0
19901,133,1259,5.0
75719,526,50872,4.5
24569,177,407,2.0
87589,582,8376,1.0
91581,607,2083,4.5
60319,436,2068,3.0
8448,56,3489,2.0
22782,159,7445,4.5
12831,81,31437,4.0
41951,300,1339,3.0
51064,378,112556,2.5
47844,353,208,0.5
21764,150,5081,2.5
24188,175,2077,4.0
64983,463,1573,2.0
27557,200,6889,3.5
12054,77,163,3.0
21664,150,2918,4.5
65173,463,3686,4.0
77606,537,719,2.0
64499,461,2643,0.5
7430,48,1784,4.5
52186,380,111743,3.5
39293,286,4045,2.0
63322,457,3527,2.0
56729,408,595,3.0
6410,34,1339,4.0
84794,568,349,5.0
17596,118,1747,4.0
9799,68,5349,4.0
42046,303,256,2.5
47402,346,8623,4.0
6855,40,68157,4.0
33856,242,2598,5.0
59000,427,69122,5.0
77810,538,246,5.0
65226,463,4299,4.0
46581,342,1396,4.0
92073,608,3307,5.0
54562,390,379,3.0
8410,56,2694,4.0
10459,73,1299,3.5
60463,439,1923,4.0
51530,380,4069,1.0
26309,195,356,2.0
51323,380,1882,2.0
69580,481,2997,5.0
51248,380,1208,3.0
23804,168,426,3.0
73464,514,36,4.0
48673,355,31696,3.0
61693,452,1208,4.0
24152,175,647,3.0
55047,394,57453,2.5
87345,580,59615,3.0
67167,471,3639,4.5
54372,388,6811,2.0
20297,134,6379,4.0
6804,39,315,4.0
64709,461,5754,2.0
71398,500,69844,3.5
68158,473,111617,3.5
82741,563,53996,3.0
34114,243,2174,3.5
26649,195,3194,3.0
65433,466,940,5.0
59107,428,2324,2.5
94135,624,3861,3.0
13256,85,434,3.0
27059,199,1261,3.5
78283,545,262,1.0
47858,353,364,2.0
75945,528,3361,3.5
25366,185,4121,3.0
30688,219,260,3.0
51770,380,33154,3.5
32906,238,1307,4.5
36015,262,480,3.0
84452,564,3420,5.0
53061,384,34319,3.5
13254,85,420,1.0
26552,195,2406,1.0
18965,126,410,4.0
71919,505,1333,3.0
79061,547,2634,3.0
43874,311,2245,4.5
25273,185,1566,3.0
45097,316,8984,4.0
70821,494,30707,4.0
55102,396,47,3.0
81884,558,4881,3.0
85747,575,1271,5.0
60999,442,33615,4.5
45638,326,590,3.0
54415,388,8800,3.5
99194,664,85131,3.0
60369,438,27773,4.5
93201,620,8360,3.5
22175,153,5099,5.0
80948,548,780,4.0
8092,52,5222,3.5
50143,367,5400,3.5
87708,584,5418,5.0
14581,95,1350,4.0
80821,547,160656,3.5
7914,49,969,5.0
98034,654,8914,4.0
57279,414,1668,2.0
10826,73,3751,2.0
51708,380,8361,1.0
9683,67,609,3.0
67391,472,955,5.0
70526,491,125,4.0
11937,75,1580,2.5
24025,171,2268,4.0
16981,111,11,4.0
59413,430,3996,5.0
72602,509,1379,2.5
28996,212,6753,3.0
69531,481,1258,5.0
8023,50,480,4.0
58298,423,7360,4.0
76920,533,1373,3.0
89413,596,587,3.5
91833,608,431,4.0
60093,434,281,5.0
24336,176,3996,4.0
64233,461,802,1.5
38464,282,32,3.5
26900,197,1702,5.0
92111,609,923,5.0
57529,417,2797,3.5
71224,500,2053,0.5
38784,284,17,1.0
39086,285,2018,3.0
53064,384,36519,3.5
92139,609,2419,1.0
2680,16,4246,4.0
15216,99,2391,5.0
94935,624,96114,2.0
43601,311,976,2.0
641,8,2762,4.5
96686,647,1645,4.0
38169,276,153,1.5
17415,115,1500,3.0
33589,242,205,4.0
25401,186,4306,4.0
22146,153,1136,5.0
73414,512,5989,5.0
43255,309,3360,5.0
51318,380,1805,3.0
25388,186,2329,4.0
17320,112,3,5.0
21047,147,2116,4.0
57735,418,7149,4.5
59703,431,3897,2.0
97640,654,1387,4.5
75424,523,1258,4.0
97982,654,6188,4.0
27472,200,1645,4.5
53702,388,101,4.0
68640,475,79242,3.0
77185,534,1517,4.0
66122,468,2393,2.5
40943,294,6765,3.5
77704,537,1179,3.0
11546,73,74948,4.0
49657,363,364,4.0
42544,306,590,3.0
15677,102,1941,4.0
989,15,101,4.0
64318,461,1288,4.5
77014,533,3812,1.0
45874,328,7614,3.5
13217,85,253,3.0
65495,466,1688,5.0
75775,527,1198,4.0
35146,251,91500,3.5
31087,220,4148,2.0
43233,309,1293,5.0
32111,232,2450,1.0
11276,73,38061,1.5
54221,388,3697,4.0
72675,509,1753,1.0
49410,359,27611,4.5
84518,564,3557,5.0
55752,402,91529,4.0
63184,457,2012,2.0
19422,130,592,3.5
7216,43,2770,3.0
18998,127,339,5.0
55233,397,519,3.5
33066,239,1021,3.0
22861,160,2520,4.0
86426,577,8961,5.0
29964,213,68135,2.5
38643,283,1732,4.5
16696,105,6898,4.0
33467,240,6593,4.0
54463,388,53894,4.5
2613,15,135567,3.0
11245,73,31435,4.5
7144,43,34,4.0
35006,250,60950,3.5
83456,564,1282,4.0
58251,423,4027,4.0
84207,564,2779,4.0
16816,108,296,3.0
10434,73,1228,4.5
62992,457,20,2.5
50773,373,2797,2.0
68923,477,83613,4.0
57821,419,8360,3.5
39659,290,1221,5.0
62698,452,7619,3.5
81777,558,3173,3.0
84075,564,2495,5.0
22468,157,7981,3.5
47291,346,3702,4.0
44164,311,6303,3.0
29095,212,30825,3.0
16543,105,3471,4.0
51932,380,60072,3.5
65599,467,523,4.0
90910,605,405,2.0
51146,380,6,4.0
81449,554,593,4.0
20887,144,153,3.0
33152,239,2407,4.0
82003,559,2018,5.0
91530,607,1377,3.5
23307,165,1380,2.0
55396,400,367,4.0
8267,56,47,4.0
86520,580,153,2.0
26611,195,2947,3.0
48853,358,585,4.0
13779,89,344,5.0
24667,177,1573,4.0
51514,380,3952,4.0
40475,294,2124,4.0
72694,509,1885,4.0
82263,561,2716,4.5
9322,61,34162,4.0
50489,371,79132,4.0
54057,388,2374,3.0
92040,608,2726,4.0
11795,73,122900,3.0
73054,509,4896,3.0
64675,461,4816,2.0
86315,577,2380,1.5
42083,303,1029,3.5
17477,117,1961,3.0
84160,564,2693,5.0
66646,468,8451,3.0
86204,577,588,4.0
16818,108,339,3.0
5545,30,2531,2.0
27040,199,778,4.0
54531,390,32,1.0
1568,15,3030,4.0
64201,461,555,3.5
61723,452,1268,3.0
19504,130,1307,3.5
39870,292,786,3.0
51250,380,1214,4.0
11842,74,1210,5.0
10205,72,117176,3.5
692,8,33794,4.5
50728,373,2389,3.0
63567,457,52722,0.5
70067,483,88129,4.5
63161,457,1964,3.0
86474,579,2082,0.5
38029,275,3275,2.0
37352,268,5349,4.0
21124,148,1610,5.0
65134,463,3087,3.0
8317,56,1095,4.0
49252,358,2746,3.0
13592,88,1097,3.5
87794,584,69757,5.0
24087,173,673,4.0
36873,265,1243,4.0
63813,460,296,4.0
363,5,377,4.0
18929,126,1,5.0
71278,500,4014,4.5
70591,492,264,4.0
77697,537,1136,5.0
30161,213,111362,4.0
21665,150,2947,2.5
89485,596,1387,4.5
26802,196,3082,5.0
79336,547,3700,4.0
2032,15,6879,2.5
54435,388,34162,4.5
95901,633,161,3.0
72510,509,1125,4.0
6963,41,2117,5.0
89343,596,92,3.0
14890,97,110,1.0
36414,262,8783,2.5
57035,412,500,3.0
78768,547,1280,4.5
81068,550,1683,5.0
61074,444,3967,4.0
5656,30,3104,4.0
20207,134,2291,4.5
94224,624,4397,3.0
58732,426,79553,3.5
44355,312,17,3.0
9717,68,150,4.0
64090,461,25,2.5
87533,582,2987,2.0
92408,613,50,5.0
98658,662,10,3.0
81556,555,509,4.0
34297,244,2420,4.0
68870,476,2490,2.0
39084,285,2011,4.0
50370,370,8928,3.5
52502,382,7254,0.5
58447,425,1198,2.0
58130,423,1266,4.5
58940,427,27822,4.0
56600,407,4903,4.0
90987,605,1082,4.0
909,13,1918,3.0
93266,620,81834,4.0
74323,518,1270,4.0
93162,620,4232,2.5
96982,648,81819,4.0
77125,534,587,3.0
6169,32,457,5.0
43147,308,370,4.0
11927,75,1272,4.0
89515,596,1729,4.0
70214,486,45517,3.0
5068,30,70,4.0
59986,433,6708,4.5
63473,457,7044,3.0
95046,624,105755,1.5
21099,148,1028,5.0
32840,236,8157,4.0
30016,213,78041,3.0
26376,195,1084,4.0
29573,213,3301,3.5
83189,564,633,4.0
6798,39,253,4.0
23786,168,318,5.0
76582,529,89804,4.0
57207,412,4023,4.0
6678,38,1080,4.0
54505,389,274,3.0
43350,311,45,4.0
83800,564,2028,5.0
5806,30,4025,3.0
45068,316,5378,4.0
78955,547,2125,3.5
51565,380,4776,3.0
76543,529,27329,4.0
27301,199,68135,4.0
5693,30,3258,3.0
19718,130,6934,2.0
24840,178,44195,4.0
71244,500,2657,1.5
92463,614,28,4.0
59137,428,4979,5.0
35271,253,923,4.5
68084,472,50068,4.0
3111,19,7,3.0
15729,102,2099,5.0
78231,544,77658,4.5
79363,547,3844,3.5
53833,388,1097,4.0
38907,285,505,4.0
69973,483,260,4.0
72842,509,2677,3.5
27721,201,1210,5.0
94397,624,6377,3.5
49041,358,1581,1.0
3596,20,3148,0.5
41404,297,2571,2.0
33849,242,2468,4.0
71682,502,1233,3.0
2812,17,1923,3.0
28105,205,63859,4.0
76878,533,509,3.0
50014,367,1220,5.0
72019,505,3035,4.0
29995,213,72701,2.5
99650,665,4148,3.0
96233,641,457,4.0
48368,354,440,5.0
3635,21,112,4.0
98715,663,1,4.0
81375,553,66171,3.5
45557,324,8368,3.5
74091,518,186,2.0
64135,461,235,4.5
88632,587,8954,3.5
84117,564,2577,3.0
16949,110,508,4.0
33030,239,457,3.0
51838,380,46335,2.0
94394,624,6365,1.5
19218,128,3400,3.0
16405,105,1617,5.0
94621,624,54997,4.0
26250,194,292,3.0
24456,176,62849,3.5
98179,655,143859,3.0
20399,136,1099,4.5
721,9,1682,5.0
87996,585,2065,4.0
61865,452,1950,3.0
56106,405,3671,4.0
60105,434,475,5.0
65982,468,1580,3.0
71158,500,48,2.5
30401,215,541,3.0
41788,299,7235,5.0
24864,178,97921,2.0
64768,461,40815,4.5
54131,388,2885,4.0
2224,15,52973,3.5
53123,384,49528,2.0
82087,560,2514,3.5
19603,130,2657,1.0
71915,505,1296,4.5
63316,457,3450,1.5
28680,212,2193,2.5
32953,238,67788,2.5
22142,153,912,5.0
10660,73,2460,3.0
9304,61,7161,2.0
66238,468,3104,3.0
88055,585,3108,3.0
68820,475,112421,3.5
52430,382,3594,5.0
96214,641,349,4.0
21345,149,54995,3.0
74649,518,2559,3.0
93030,617,1885,3.0
19903,133,1270,2.5
5124,30,434,4.0
78807,547,1380,3.0
53600,387,2981,5.0
7432,48,1884,4.5
69744,481,8970,4.0
71144,499,2010,4.0
32843,236,8228,4.0
15096,99,160,2.0
39731,291,1242,5.0
89312,595,2971,5.0
57491,417,1196,4.0
38476,282,474,3.5
12477,78,3052,4.0
21936,152,356,3.0
38305,279,50,5.0
81463,554,1556,1.0
85975,575,3487,3.0
89929,597,1689,3.0
17240,111,4228,3.5
48091,353,4878,4.0
69328,480,8950,4.0
6943,41,1591,4.0
42125,303,1394,4.0
23298,165,1265,4.0
61018,442,54272,4.0
53950,388,1687,1.0
16565,105,3717,2.5
91841,608,541,4.0
3155,19,159,4.0
96071,639,280,4.0
63074,457,886,1.5
76355,529,3456,3.5
25479,187,1005,5.0
52722,384,367,3.5
28350,211,595,4.0
69959,482,2664,5.0
34409,245,2329,5.0
84925,570,1291,4.0
17488,117,3512,5.0
21028,146,59945,3.0
80447,547,68901,3.5
92895,615,105954,3.5
80780,547,131724,4.0
20309,134,8169,3.5
29050,212,8368,2.5
86099,575,5060,3.0
12692,80,156,5.0
86652,580,1060,4.5
58075,423,501,5.0
14675,95,2706,5.0
94280,624,4886,4.0
19550,130,1968,4.5
12199,77,2709,3.0
36485,262,48082,2.0
77199,534,1610,4.0
77353,535,344,3.0
8478,56,4571,4.0
54430,388,32298,3.5
97486,654,223,5.0
7309,46,2381,5.0
18312,119,3741,4.0
1774,15,4144,4.0
57127,412,2724,3.0
38977,285,1242,5.0
34493,246,2762,4.0
62029,452,2688,3.0
32533,235,1307,4.0
3361,19,1022,4.0
55972,405,1927,4.0
78223,544,68157,4.0
89617,596,3623,3.0
90442,599,59985,3.5
45595,324,70286,3.5
92339,611,150548,4.0
10065,72,2918,3.0
85784,575,1580,1.0
74620,518,2430,4.0
2216,15,51080,4.5
43470,311,494,3.0
74510,518,2087,4.0
48944,358,1100,1.0
34034,243,1136,4.0
58783,427,2890,5.0
48423,355,377,4.0
79721,547,6218,4.0
89877,597,1086,4.0
12720,81,872,5.0
858,12,3179,2.0
59691,431,3252,4.0
83512,564,1369,2.0
41232,295,2791,3.5
96279,641,1057,5.0
4294,23,2067,2.5
1511,15,2707,3.0
7209,43,2671,4.0
57243,413,733,5.0
28203,207,914,0.5
9210,61,586,3.0
71357,500,45447,2.5
51126,379,5952,4.0
79374,547,3916,3.0
69834,481,64957,3.5
56607,407,4995,4.0
53803,388,784,4.0
20269,134,4226,5.0
44773,313,3408,4.0
14146,92,590,4.0
62585,452,6218,4.0
72577,509,1276,4.0
1919,15,5400,3.0
94109,624,3689,3.0
60787,441,5876,4.5
59609,431,1252,5.0
5435,30,2083,4.0
60652,440,296,3.0
75600,525,1196,5.0
73466,514,39,3.0
39447,287,68358,4.5
54245,388,4007,4.5
91785,607,36519,3.0
38006,275,1704,4.5
28578,212,1278,4.0
29732,213,7367,2.0
87493,582,1088,3.5
3170,19,208,3.0
56658,407,7361,3.5
53447,387,929,4.0
66251,468,3196,3.0
69469,480,90888,3.0
41668,299,2337,4.0
93164,620,4246,3.0
65391,466,260,5.0
92067,608,3218,5.0
46335,339,1232,3.5
1132,15,788,1.5
70904,496,204,4.0
71328,500,7361,3.5
84887,569,3082,3.0
63832,460,543,3.0
99461,665,2092,3.0
23056,163,2541,4.0
43091,307,30820,4.0
43453,311,440,3.5
18330,119,3980,4.0
28288,209,466,3.0
15540,102,1209,5.0
39928,292,2028,3.5
13219,85,256,4.0
28136,205,111362,3.0
20138,134,1214,4.5
56259,405,6993,1.5
62347,452,4116,1.5
29674,213,5620,2.5
23354,165,2005,3.5
55896,405,509,5.0
87252,580,32395,3.0
97335,652,82608,5.0
61791,452,1584,3.0
10072,72,3793,3.0
11917,75,1219,4.0
66818,468,50912,3.0
79662,547,5666,2.5
4602,23,6881,4.5
77110,534,480,3.0
58485,426,1,3.0
94631,624,57640,3.0
94234,624,4499,4.0
69947,482,2636,5.0
84759,567,1221,5.0
42245,303,68954,4.0
28075,205,56171,4.0
30686,219,231,5.0
64563,461,3249,1.5
42043,303,62,3.5
42461,306,270,2.0
65103,463,2664,4.0
76663,530,1588,3.0
52535,382,33639,3.0
97177,652,1562,4.0
42473,306,316,3.0
83942,564,2272,4.0
2990,17,7044,2.5
7284,45,1673,4.5
34317,244,8361,3.0
64037,460,4816,4.0
53498,387,1231,4.0
75969,528,5673,5.0
55391,400,344,3.0
30777,219,3408,3.0
11204,73,26603,3.5
28334,210,2804,4.5
60965,442,4483,2.5
5217,30,1017,2.0
1699,15,3793,2.0
12337,77,32587,4.5
44854,313,6156,3.5
85900,575,2749,4.0
71725,503,527,4.0
45336,321,593,3.0
33914,242,3111,5.0
86823,580,2001,3.5
48519,355,2288,4.0
81909,559,474,5.0
73510,514,232,3.0
53906,388,1387,4.5
39807,292,62,4.0
14636,95,2279,4.0
39830,292,339,3.5
14256,93,3101,4.0
62656,452,6979,3.5
68371,475,6874,4.5
86179,577,296,5.0
87040,580,3994,4.0
54205,388,3509,3.0
58707,426,72641,4.0
27875,202,5910,1.0
67093,471,1320,3.5
97598,654,1196,5.0
52791,384,1608,3.0
47055,345,4967,4.5
26823,196,3512,4.0
41981,301,107,1.0
55506,402,588,4.0
87114,580,5445,3.0
55518,402,1225,4.5
64604,461,3751,4.0
70078,483,106100,4.0
86396,577,6104,5.0
41,2,235,3.0
26768,196,261,4.0
97394,652,142068,5.0
43361,311,89,3.0
34283,244,1210,5.0
8667,56,87522,1.0
74466,518,1958,5.0
99472,665,2231,3.0
91577,607,2021,4.0
51607,380,5481,4.5
53736,388,318,5.0
62561,452,5923,2.5
8831,57,1097,5.0
87216,580,8784,3.5
12145,77,1552,3.5
23013,162,805,3.0
2794,17,1580,2.5
1111,15,628,2.5
86333,577,2947,5.0
42596,306,999,3.0
26003,189,3761,4.0
96739,648,47,3.0
49426,360,1036,4.0
12494,78,3793,4.0
67138,471,2706,3.5
43552,311,906,2.0
82770,563,88932,1.0
30835,220,367,4.0
71064,497,2134,4.0
83165,564,581,5.0
68822,475,112556,4.0
3939,22,3999,2.0
16444,105,2159,4.0
25617,187,5481,2.5
285,4,2114,5.0
76377,529,3671,4.0
98648,661,3552,4.5
95710,628,2020,2.5
16740,106,2762,3.5
44488,312,1213,5.0
71749,503,59784,4.0
13322,86,110,3.0
31187,222,3684,5.0
59393,430,3328,1.5
32141,232,2642,3.0
37894,273,73017,4.0
17088,111,1541,3.5
95139,624,115151,2.0
74131,518,344,4.0
26214,193,2683,5.0
26251,194,296,3.0
96491,646,1527,5.0
3075,18,100,4.0
28013,205,37830,4.0
36788,264,1197,4.0
90808,603,1097,4.0
6384,34,1215,3.0
59731,431,4993,4.5
74146,518,378,3.0
34253,243,7454,2.0
27719,201,1196,5.0
10540,73,1840,3.5
80750,547,114662,4.0
89050,593,344,4.0
57131,412,2805,3.0
28497,212,762,2.5
86631,580,908,4.0
57216,412,4223,2.0
75830,527,3210,3.5
69625,481,4628,4.0
8143,53,1580,3.0
41572,299,32,5.0
39804,292,39,4.5
18133,119,2346,3.0
25550,187,2329,5.0
68114,473,4886,5.0
77012,533,3793,5.0
83908,564,2181,3.0
76012,529,261,4.0
12113,77,1129,4.0
16125,103,8636,3.5
23492,165,4623,2.5
85404,574,3948,4.0
84821,569,377,4.0
18653,124,1200,5.0
89287,595,2137,5.0
86224,577,1079,5.0
58322,423,30810,4.0
21116,148,1304,4.0
95006,624,102481,3.0
94348,624,5541,4.0
99048,664,37729,2.5
8900,57,1597,4.0
60177,434,1188,4.0
79519,547,4627,2.0
74188,518,551,2.0
13738,88,33794,2.0
93694,624,1100,3.0
82065,560,1702,4.5
63242,457,2571,3.0
49011,358,1379,1.0
11266,73,34405,3.5
43124,308,47,3.0
5204,30,924,4.0
5064,30,47,4.0
216,4,1230,5.0
80248,547,44073,2.0
53713,388,163,4.0
63940,460,2321,4.0
35403,253,6333,4.0
31727,232,589,3.0
99841,669,2706,4.0
78031,544,780,3.5
38060,275,8638,4.5
34165,243,3499,4.0
45425,322,2686,3.0
87768,584,54004,2.5
59064,428,743,2.0
21515,150,829,1.0
81350,553,49530,4.0
66041,468,1959,2.5
96317,642,1617,4.0
92856,615,90405,3.0
52844,384,2717,3.0
31740,232,674,3.0
88642,587,27721,4.0
92604,615,1222,4.5
14807,95,5346,4.0
10290,73,337,3.5
98480,659,446,3.0
21705,150,3753,3.5
38215,277,91500,3.0
68761,475,102880,1.0
64969,463,1378,4.0
61518,452,342,3.0
65790,468,830,2.0
4061,23,480,3.5
9013,58,1214,4.0
86630,580,905,4.0
87591,582,8641,4.5
15937,102,3342,3.0
46818,344,1088,3.0
89460,596,1210,3.5
73617,514,562,5.0
36105,262,1923,2.5
78019,544,293,4.5
27244,199,53129,4.0
53590,387,2858,5.0
40462,294,2090,3.0
55203,396,575,3.0
4755,24,1161,4.0
41818,299,26258,5.0
20882,144,21,2.0
5522,30,2424,4.0
87626,584,253,4.0
54887,394,377,3.0
28295,209,1234,3.0
57232,413,17,3.0
91678,607,3994,3.5
59874,433,235,4.5
31336,225,185,3.0
16917,110,329,4.0
93187,620,6593,2.5
79844,547,7069,4.0
49879,365,150,5.0
1417,15,2161,3.0
14046,92,47,5.0
88135,586,1952,2.0
38165,275,102993,3.0
11254,73,33162,4.0
17542,118,913,4.0
19127,128,1569,4.0
65608,467,1213,4.0
96753,648,367,3.5
47515,349,2542,5.0
46394,339,84844,4.5
19059,128,380,4.0
4923,26,55765,2.5
87933,585,1238,5.0
46492,342,306,5.0
51176,380,296,5.0
27162,199,6537,3.5
86861,580,2145,3.5
98197,656,1019,4.0
40722,294,4025,4.5
1583,15,3113,2.0
53230,385,292,3.0
66665,468,8711,3.0
31848,232,1209,4.0
30241,214,1210,4.0
83899,564,2163,3.0
37264,268,2124,3.0
41419,297,3030,5.0
61637,452,950,2.5
11392,73,55232,2.5
84497,564,3508,4.0
77710,537,1193,5.0
30147,213,106487,3.5
40534,294,2565,4.0
21984,152,1580,4.0
33717,242,1269,5.0
14000,91,91500,3.5
55195,396,533,3.0
58879,427,6215,4.0
55545,402,2420,3.5
56261,405,7121,4.0
16520,105,3168,3.5
57834,420,529,5.0
